GO ID,DO name,asimov genes, menchelab genes, both sets equal?
GO:0004322,ferroxidase activity,6,8,FALSE
GO:0004585,ornithine carbamoyltransferase activity,1,1,TRUE
GO:0016743,carboxyl- or carbamoyltransferase activity,3,3,TRUE
GO:0002054,nucleobase binding,4,4,TRUE
GO:0002060,purine nucleobase binding,3,3,TRUE
GO:0004731,purine-nucleoside phosphorylase activity,2,2,TRUE
GO:0106130,purine phosphoribosyltransferase activity,3,3,TRUE
GO:0004422,hypoxanthine phosphoribosyltransferase activity,2,2,TRUE
GO:0052657,guanine phosphoribosyltransferase activity,1,1,TRUE
GO:0004069,L-aspartate:2-oxoglutarate aminotransferase activity,3,3,TRUE
GO:0047578,4-hydroxyglutamate transaminase activity,1,1,TRUE
GO:0004515,nicotinate-nucleotide adenylyltransferase activity,4,4,TRUE
GO:0046875,ephrin receptor binding,9,9,TRUE
GO:0070064,proline-rich region binding,9,9,TRUE
GO:0005006,epidermal growth factor-activated receptor activity,2,2,TRUE
GO:0030235,nitric-oxide synthase regulator activity,5,6,FALSE
GO:0004618,phosphoglycerate kinase activity,2,2,TRUE
GO:0016774,phosphotransferase activity; carboxyl group as acceptor,1,4,FALSE
GO:0047134,protein-disulfide reductase activity,2,2,TRUE
GO:0004017,adenylate kinase activity,7,8,FALSE
GO:0070053,thrombospondin receptor activity,4,4,TRUE
GO:0030492,hemoglobin binding,7,7,TRUE
GO:0051787,misfolded protein binding,17,19,FALSE
GO:0016814,hydrolase activity; acting on carbon-nitrogen (but not peptide) bonds; in cyclic amidines,29,32,FALSE
GO:0019239,deaminase activity,1,29,FALSE
GO:0004000,adenosine deaminase activity,9,10,FALSE
GO:0004064,arylesterase activity,6,6,TRUE
GO:0004055,argininosuccinate synthase activity,1,1,TRUE
GO:0001730,2'-5'-oligoadenylate synthetase activity,4,4,TRUE
GO:0043120,tumor necrosis factor binding,2,2,TRUE
GO:0031714,C5a anaphylatoxin chemotactic receptor binding,1,1,TRUE
GO:0031715,C5L2 anaphylatoxin chemotactic receptor binding,1,1,TRUE
GO:0008191,metalloendopeptidase inhibitor activity,10,11,FALSE
GO:0016176,superoxide-generating NADPH oxidase activator activity,7,7,TRUE
GO:0071814,protein-lipid complex binding,19,20,FALSE
GO:0030169,low-density lipoprotein particle binding,14,14,TRUE
GO:0071813,lipoprotein particle binding,19,20,FALSE
GO:0030229,very-low-density lipoprotein particle receptor activity,3,4,FALSE
GO:0032050,clathrin heavy chain binding,5,5,TRUE
GO:0005114,type II transforming growth factor beta receptor binding,7,7,TRUE
GO:0034714,type III transforming growth factor beta receptor binding,3,3,TRUE
GO:0071855,neuropeptide receptor binding,12,16,FALSE
GO:0031779,melanocortin receptor binding,1,1,TRUE
GO:0070996,type 1 melanocortin receptor binding,1,1,TRUE
GO:0016913,follicle-stimulating hormone activity,2,2,TRUE
GO:0005148,prolactin receptor binding,2,2,TRUE
GO:0031856,parathyroid hormone receptor binding,1,1,TRUE
GO:0031857,type 1 parathyroid hormone receptor binding,1,1,TRUE
GO:0051428,peptide hormone receptor binding,10,12,FALSE
GO:0016608,growth hormone-releasing hormone activity,2,2,TRUE
GO:0005159,insulin-like growth factor receptor binding,5,6,FALSE
GO:0005132,type I interferon receptor binding,14,16,FALSE
GO:0008811,chloramphenicol O-acetyltransferase activity,1,1,TRUE
GO:0005149,interleukin-1 receptor binding,10,10,TRUE
GO:0005128,erythropoietin receptor binding,2,2,TRUE
GO:0019862,IgA binding,2,2,TRUE
GO:0019865,immunoglobulin binding,10,11,FALSE
GO:0034987,immunoglobulin receptor binding,6,6,TRUE
GO:0042012,interleukin-16 receptor activity,1,1,TRUE
GO:0042289,MHC class II protein binding,3,4,FALSE
GO:0001792,polymeric immunoglobulin receptor activity,1,1,TRUE
GO:0019763,immunoglobulin receptor activity,3,4,FALSE
GO:0023026,MHC class II protein complex binding,15,15,TRUE
GO:0023023,MHC protein complex binding,15,16,FALSE
GO:0032395,MHC class II receptor activity,8,10,FALSE
GO:0048407,platelet-derived growth factor binding,9,9,TRUE
GO:0045499,chemorepellent activity,18,22,FALSE
GO:0060228,phosphatidylcholine-sterol O-acyltransferase activator activity,5,5,TRUE
GO:0046911,metal chelating activity,1,1,TRUE
GO:0070326,very-low-density lipoprotein particle receptor binding,3,3,TRUE
GO:0055102,lipase inhibitor activity,14,14,TRUE
GO:0004859,phospholipase inhibitor activity,10,10,TRUE
GO:0060230,lipoprotein lipase activator activity,3,3,TRUE
GO:0098960,postsynaptic neurotransmitter receptor activity,3,23,FALSE
GO:0022848,acetylcholine-gated cation-selective channel activity,9,10,FALSE
GO:0099529,neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential,0,20,FALSE
GO:1904315,transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential,10,20,FALSE
GO:0042166,acetylcholine binding,14,16,FALSE
GO:0005452,inorganic anion exchanger activity,10,10,TRUE
GO:0001849,complement component C1q binding,8,8,TRUE
GO:0033265,choline binding,2,2,TRUE
GO:0046790,virion binding,8,8,TRUE
GO:0019841,retinol binding,6,6,TRUE
GO:0034632,retinol transmembrane transporter activity,2,2,TRUE
GO:0015665,alcohol transmembrane transporter activity,0,3,FALSE
GO:0019855,calcium channel inhibitor activity,8,9,FALSE
GO:0046904,calcium oxalate binding,1,1,TRUE
GO:0015643,toxic substance binding,5,6,FALSE
GO:0005499,vitamin D binding,3,3,TRUE
GO:1902118,calcidiol binding,1,1,TRUE
GO:1902271,D3 vitamins binding,0,2,FALSE
GO:0008603,cAMP-dependent protein kinase regulator activity,7,7,TRUE
GO:0004998,transferrin receptor activity,2,2,TRUE
GO:0034986,iron chaperone activity,2,2,TRUE
GO:0030197,extracellular matrix constituent; lubricant activity,3,4,FALSE
GO:0030021,extracellular matrix structural constituent conferring compression resistance,16,19,FALSE
GO:0030345,structural constituent of tooth enamel,4,5,FALSE
GO:0046848,hydroxyapatite binding,4,4,TRUE
GO:0008147,structural constituent of bone,2,2,TRUE
GO:0030284,estrogen receptor activity,4,5,FALSE
GO:0038052,RNA polymerase II transcription factor activity; estrogen-activated sequence-specific DNA binding,2,2,TRUE
GO:0009881,photoreceptor activity,3,14,FALSE
GO:0042282,hydroxymethylglutaryl-CoA reductase activity,1,1,TRUE
GO:0004096,catalase activity,2,2,TRUE
GO:0003912,DNA nucleotidylexotransferase activity,1,1,TRUE
GO:0032052,bile acid binding,5,6,FALSE
GO:0047498,calcium-dependent phospholipase A2 activity,12,15,FALSE
GO:0004348,glucosylceramidase activity,3,3,TRUE
GO:0015928,fucosidase activity,2,2,TRUE
GO:0004560,alpha-L-fucosidase activity,2,2,TRUE
GO:0004332,fructose-bisphosphate aldolase activity,3,3,TRUE
GO:0070061,fructose binding,5,5,TRUE
GO:0019834,phospholipase A2 inhibitor activity,3,3,TRUE
GO:0004883,glucocorticoid receptor activity,1,1,TRUE
GO:0038050,RNA polymerase II transcription factor activity; glucocorticoid-activated sequence-specific DNA binding,1,1,TRUE
GO:0035256,G-protein coupled glutamate receptor binding,6,6,TRUE
GO:0031802,type 5 metabotropic glutamate receptor binding,3,3,TRUE
GO:1903136,cuprous ion binding,6,6,TRUE
GO:0031805,type 8 metabotropic glutamate receptor binding,1,1,TRUE
GO:0004607,phosphatidylcholine-sterol O-acyltransferase activity,1,1,TRUE
GO:0004587,ornithine-oxo-acid transaminase activity,1,1,TRUE
GO:0001595,angiotensin receptor activity,2,2,TRUE
GO:0004945,angiotensin type II receptor activity,2,2,TRUE
GO:0042658,MHC class II protein binding; via antigen binding groove,1,1,TRUE
GO:0044183,protein binding involved in protein folding,14,15,FALSE
GO:0048156,tau protein binding,7,7,TRUE
GO:0019828,aspartic-type endopeptidase inhibitor activity,4,4,TRUE
GO:0035605,peptidyl-cysteine S-nitrosylase activity,1,1,TRUE
GO:0004056,argininosuccinate lyase activity,1,1,TRUE
GO:0046870,cadmium ion binding,5,5,TRUE
GO:0001042,RNA polymerase I core binding,5,5,TRUE
GO:0043125,ErbB-3 class receptor binding,4,4,TRUE
GO:0005030,neurotrophin receptor activity,4,4,TRUE
GO:0010465,nerve growth factor receptor activity,2,2,TRUE
GO:0043121,neurotrophin binding,7,7,TRUE
GO:0048406,nerve growth factor binding,4,4,TRUE
GO:0004198,calcium-dependent cysteine-type endopeptidase activity,13,15,FALSE
GO:0001074,transcription factor activity; RNA polymerase II proximal promoter sequence-specific DNA binding involved in preinitiation complex assembly,1,1,TRUE
GO:0004556,alpha-amylase activity,3,3,TRUE
GO:0016160,amylase activity,3,3,TRUE
GO:0031404,chloride ion binding,9,10,FALSE
GO:0008426,protein kinase C inhibitor activity,3,3,TRUE
GO:0070576,vitamin D 24-hydroxylase activity,3,3,TRUE
GO:0101020,estrogen 16-alpha-hydroxylase activity,5,5,TRUE
GO:0004799,thymidylate synthase activity,1,1,TRUE
GO:0042083,5;10-methylenetetrahydrofolate-dependent methyltransferase activity,1,1,TRUE
GO:0016175,superoxide-generating NADPH oxidase activity,7,7,TRUE
GO:0004576,oligosaccharyl transferase activity,10,10,TRUE
GO:0004579,dolichyl-diphosphooligosaccharide-protein glycotransferase activity,9,9,TRUE
GO:0005391,sodium:potassium-exchanging ATPase activity,11,11,TRUE
GO:0008556,potassium-transporting ATPase activity,11,11,TRUE
GO:0061609,fructose-1-phosphate aldolase activity,1,1,TRUE
GO:0004053,arginase activity,2,2,TRUE
GO:0004030,aldehyde dehydrogenase [NAD(P)+] activity,5,5,TRUE
GO:0004508,steroid 17-alpha-monooxygenase activity,1,1,TRUE
GO:0047442,17-alpha-hydroxyprogesterone aldolase activity,1,1,TRUE
GO:0019960,C-X3-C chemokine binding,4,5,FALSE
GO:0019956,chemokine binding,27,28,FALSE
GO:0031994,insulin-like growth factor I binding,11,11,TRUE
GO:0005520,insulin-like growth factor binding,13,13,TRUE
GO:0038132,neuregulin binding,5,5,TRUE
GO:0001851,complement component C3b binding,4,4,TRUE
GO:0030369,ICAM-3 receptor activity,3,3,TRUE
GO:0016713,oxidoreductase activity; acting on paired donors; with incorporation or reduction of molecular oxygen; reduced iron-sulfur protein as one donor; and incorporation of one atom of oxygen,7,8,FALSE
GO:0008386,cholesterol monooxygenase (side-chain-cleaving) activity,1,1,TRUE
GO:0035662,Toll-like receptor 4 binding,3,3,TRUE
GO:0035325,Toll-like receptor binding,6,6,TRUE
GO:0050542,icosanoid binding,5,6,FALSE
GO:0050544,arachidonic acid binding,5,5,TRUE
GO:0050543,icosatetraenoic acid binding,0,5,FALSE
GO:0036041,long-chain fatty acid binding,7,12,FALSE
GO:0050786,RAGE receptor binding,5,5,TRUE
GO:0005136,interleukin-4 receptor binding,3,3,TRUE
GO:0004697,protein kinase C activity,10,10,TRUE
GO:0004698,calcium-dependent protein kinase C activity,4,4,TRUE
GO:0010857,calcium-dependent protein kinase activity,1,12,FALSE
GO:0009931,calcium-dependent protein serine/threonine kinase activity,7,11,FALSE
GO:0015207,adenine transmembrane transporter activity,3,3,TRUE
GO:0009374,biotin binding,3,3,TRUE
GO:0016725,oxidoreductase activity; acting on CH or CH2 groups,10,10,TRUE
GO:0033695,oxidoreductase activity; acting on CH or CH2 groups; quinone or similar compound as acceptor,4,4,TRUE
GO:0034875,caffeine oxidase activity,4,4,TRUE
GO:0005138,interleukin-6 receptor binding,2,2,TRUE
GO:0031707,endothelin A receptor binding,1,1,TRUE
GO:0031705,bombesin receptor binding,1,1,TRUE
GO:0031708,endothelin B receptor binding,1,1,TRUE
GO:0035497,cAMP response element binding,8,8,TRUE
GO:0070538,oleic acid binding,2,2,TRUE
GO:0008266,poly(U) RNA binding,23,24,FALSE
GO:0008187,poly-pyrimidine tract binding,26,27,FALSE
GO:0035403,histone kinase activity (H3-T6 specific),2,2,TRUE
GO:0004853,uroporphyrinogen decarboxylase activity,1,1,TRUE
GO:0005009,insulin-activated receptor activity,3,3,TRUE
GO:0016500,protein-hormone receptor activity,4,13,FALSE
GO:0043559,insulin binding,3,3,TRUE
GO:0004104,cholinesterase activity,2,2,TRUE
GO:0003990,acetylcholinesterase activity,2,2,TRUE
GO:0015925,galactosidase activity,8,8,TRUE
GO:0004557,alpha-galactosidase activity,2,2,TRUE
GO:0046933,proton-transporting ATP synthase activity; rotational mechanism,10,11,FALSE
GO:0005523,tropomyosin binding,11,12,FALSE
GO:0000340,RNA 7-methylguanosine cap binding,9,9,TRUE
GO:0031370,eukaryotic initiation factor 4G binding,1,1,TRUE
GO:0070491,repressing transcription factor binding,15,33,FALSE
GO:0004634,phosphopyruvate hydratase activity,3,3,TRUE
GO:0005536,glucose binding,6,6,TRUE
GO:0004645,phosphorylase activity,5,5,TRUE
GO:0008184,glycogen phosphorylase activity,3,3,TRUE
GO:0016208,AMP binding,9,9,TRUE
GO:0016861,intramolecular oxidoreductase activity; interconverting aldoses and ketoses,7,7,TRUE
GO:0004347,glucose-6-phosphate isomerase activity,1,1,TRUE
GO:0003906,DNA-(apurinic or apyrimidinic site) endonuclease activity,12,12,TRUE
GO:0030957,Tat protein binding,3,3,TRUE
GO:0043023,ribosomal large subunit binding,11,11,TRUE
GO:0050431,transforming growth factor beta binding,15,15,TRUE
GO:1990430,extracellular matrix protein binding,5,5,TRUE
GO:0004806,triglyceride lipase activity,18,22,FALSE
GO:0004465,lipoprotein lipase activity,5,7,FALSE
GO:0033961,cis-stilbene-oxide hydrolase activity,1,1,TRUE
GO:0004511,tyrosine 3-monooxygenase activity,1,1,TRUE
GO:0030156,benzodiazepine receptor binding,4,5,FALSE
GO:0031543,peptidyl-proline dioxygenase activity,15,15,TRUE
GO:0031545,peptidyl-proline 4-dioxygenase activity,7,11,FALSE
GO:0004656,procollagen-proline 4-dioxygenase activity,5,5,TRUE
GO:0019798,procollagen-proline dioxygenase activity,8,8,TRUE
GO:0004873,asialoglycoprotein receptor activity,1,1,TRUE
GO:0005212,structural constituent of eye lens,4,4,TRUE
GO:0005011,macrophage colony-stimulating factor receptor activity,2,2,TRUE
GO:0015057,thrombin-activated receptor activity,2,2,TRUE
GO:0004939,beta-adrenergic receptor activity,3,3,TRUE
GO:0004935,adrenergic receptor activity,13,17,FALSE
GO:0004941,beta2-adrenergic receptor activity,1,1,TRUE
GO:0051380,norepinephrine binding,5,5,TRUE
GO:1901338,catecholamine binding,8,18,FALSE
GO:0004565,beta-galactosidase activity,6,6,TRUE
GO:0035594,ganglioside binding,1,4,FALSE
GO:0097001,ceramide binding,5,12,FALSE
GO:0043208,glycosphingolipid binding,3,6,FALSE
GO:0046625,sphingolipid binding,4,15,FALSE
GO:1905573,ganglioside GM1 binding,2,2,TRUE
GO:1905574,ganglioside GM2 binding,1,1,TRUE
GO:1905575,ganglioside GM3 binding,1,1,TRUE
GO:1905576,ganglioside GT1b binding,3,3,TRUE
GO:1905577,ganglioside GP1c binding,1,1,TRUE
GO:0004082,bisphosphoglycerate mutase activity,1,1,TRUE
GO:0003999,adenine phosphoribosyltransferase activity,1,1,TRUE
GO:0042608,T cell receptor binding,4,4,TRUE
GO:0004818,glutamate-tRNA ligase activity,2,2,TRUE
GO:0004827,proline-tRNA ligase activity,3,3,TRUE
GO:0030911,TPR domain binding,3,3,TRUE
GO:0008108,UDP-glucose:hexose-1-phosphate uridylyltransferase activity,1,1,TRUE
GO:0070569,uridylyltransferase activity,7,7,TRUE
GO:1990247,N6-methyladenosine-containing RNA binding,7,7,TRUE
GO:0019864,IgG binding,5,5,TRUE
GO:0004333,fumarate hydratase activity,1,1,TRUE
GO:0000014,single-stranded DNA endodeoxyribonuclease activity,8,8,TRUE
GO:1990599,3' overhang single-stranded DNA endodeoxyribonuclease activity,2,2,TRUE
GO:0070051,fibrinogen binding,2,2,TRUE
GO:0070052,collagen V binding,2,2,TRUE
GO:0001103,RNA polymerase II repressing transcription factor binding,17,18,FALSE
GO:0005010,insulin-like growth factor-activated receptor activity,3,3,TRUE
GO:0005502,11-cis retinal binding,3,3,TRUE
GO:0008020,G-protein coupled photoreceptor activity,8,12,FALSE
GO:0016907,G-protein coupled acetylcholine receptor activity,7,7,TRUE
GO:1904121,phosphatidylethanolamine transporter activity,1,3,FALSE
GO:0090555,phosphatidylethanolamine-translocating ATPase activity,2,2,TRUE
GO:0099038,ceramide-translocating ATPase activity,2,2,TRUE
GO:0035620,ceramide transporter activity,2,8,FALSE
GO:0005432,calcium:sodium antiporter activity,4,5,FALSE
GO:0004566,beta-glucuronidase activity,2,2,TRUE
GO:0003872,6-phosphofructokinase activity,3,3,TRUE
GO:0004066,asparagine synthase (glutamine-hydrolyzing) activity,1,1,TRUE
GO:0005503,all-trans retinal binding,2,2,TRUE
GO:0019115,benzaldehyde dehydrogenase activity,1,1,TRUE
GO:0004418,hydroxymethylbilane synthase activity,1,1,TRUE
GO:0001847,opsonin receptor activity,4,4,TRUE
GO:0070891,lipoteichoic acid binding,3,3,TRUE
GO:0045155,electron transporter; transferring electrons from CoQH2-cytochrome c reductase complex and cytochrome c oxidase complex activity,2,2,TRUE
GO:0005001,transmembrane receptor protein tyrosine phosphatase activity,15,15,TRUE
GO:0019198,transmembrane receptor protein phosphatase activity,0,15,FALSE
GO:0005008,hepatocyte growth factor-activated receptor activity,1,1,TRUE
GO:0032038,myosin II heavy chain binding,2,3,FALSE
GO:0045159,myosin II binding,1,4,FALSE
GO:0032036,myosin heavy chain binding,5,5,TRUE
GO:0070643,vitamin D 25-hydroxylase activity,1,2,FALSE
GO:0030343,vitamin D3 25-hydroxylase activity,1,2,FALSE
GO:0050649,testosterone 6-beta-hydroxylase activity,1,1,TRUE
GO:0004509,steroid 21-monooxygenase activity,0,1,FALSE
GO:0005135,interleukin-3 receptor binding,1,1,TRUE
GO:0031995,insulin-like growth factor II binding,7,7,TRUE
GO:0008484,sulfuric ester hydrolase activity,15,17,FALSE
GO:0004773,steryl-sulfatase activity,1,1,TRUE
GO:0004897,ciliary neurotrophic factor receptor activity,5,5,TRUE
GO:0004915,interleukin-6 receptor activity,2,2,TRUE
GO:0099589,serotonin receptor activity,0,33,FALSE
GO:0004993,G-protein coupled serotonin receptor activity,23,33,FALSE
GO:0090722,receptor-receptor interaction,4,4,TRUE
GO:0004936,alpha-adrenergic receptor activity,5,5,TRUE
GO:0004938,alpha2-adrenergic receptor activity,3,3,TRUE
GO:0031690,adrenergic receptor binding,10,10,TRUE
GO:0031692,alpha-1B adrenergic receptor binding,1,1,TRUE
GO:0032795,heterotrimeric G-protein binding,3,3,TRUE
GO:0051379,epinephrine binding,8,8,TRUE
GO:0003988,acetyl-CoA C-acyltransferase activity,6,6,TRUE
GO:0008410,CoA-transferase activity,4,4,TRUE
GO:0008775,acetate CoA-transferase activity,1,1,TRUE
GO:0016401,palmitoyl-CoA oxidase activity,3,3,TRUE
GO:0004500,dopamine beta-monooxygenase activity,2,2,TRUE
GO:0016715,oxidoreductase activity; acting on paired donors; with incorporation or reduction of molecular oxygen; reduced ascorbate as one donor; and incorporation of one atom of oxygen,3,3,TRUE
GO:0008432,JUN kinase binding,6,6,TRUE
GO:0035730,S-nitrosoglutathione binding,1,1,TRUE
GO:0035731,dinitrosyl-iron complex binding,1,1,TRUE
GO:0070026,nitric oxide binding,2,2,TRUE
GO:0030619,U1 snRNA binding,6,6,TRUE
GO:0035727,lysophosphatidic acid binding,3,3,TRUE
GO:0004155,6;7-dihydropteridine reductase activity,1,1,TRUE
GO:0019958,C-X-C chemokine binding,2,2,TRUE
GO:0070182,DNA polymerase binding,6,6,TRUE
GO:1904768,all-trans-retinol binding,2,2,TRUE
GO:0046789,host cell surface receptor binding,1,1,TRUE
GO:0046812,host cell surface binding,1,1,TRUE
GO:0004392,heme oxygenase (decyclizing) activity,2,2,TRUE
GO:0005157,macrophage colony-stimulating factor receptor binding,2,2,TRUE
GO:0004992,platelet activating factor receptor activity,3,3,TRUE
GO:0005017,platelet-derived growth factor-activated receptor activity,3,3,TRUE
