GO ID,DO name,asimov genes, menchelab genes, both sets equal?
GO:0043065,positive regulation of apoptotic process,342,442,FALSE
GO:0010942,positive regulation of cell death,59,487,FALSE
GO:0070536,protein K63-linked deubiquitination,27,31,FALSE
GO:0071108,protein K48-linked deubiquitination,24,26,FALSE
GO:0006397,mRNA processing,139,393,FALSE
GO:0008380,RNA splicing,278,369,FALSE
GO:0043484,regulation of RNA splicing,85,118,FALSE
GO:0006887,exocytosis,215,778,FALSE
GO:0010507,negative regulation of autophagy,57,58,FALSE
GO:0120034,positive regulation of plasma membrane bounded cell projection assembly,33,77,FALSE
GO:0031272,regulation of pseudopodium assembly,11,12,FALSE
GO:0031274,positive regulation of pseudopodium assembly,11,12,FALSE
GO:0031268,pseudopodium organization,1,15,FALSE
GO:0031269,pseudopodium assembly,0,14,FALSE
GO:0031396,regulation of protein ubiquitination,143,155,FALSE
GO:1903320,regulation of protein modification by small protein conjugation or removal,155,178,FALSE
GO:0030832,regulation of actin filament length,104,127,FALSE
GO:0030838,positive regulation of actin filament polymerization,44,74,FALSE
GO:0045010,actin nucleation,18,37,FALSE
GO:0030041,actin filament polymerization,21,129,FALSE
GO:0008154,actin polymerization or depolymerization,39,155,FALSE
GO:0032271,regulation of protein polymerization,0,157,FALSE
GO:0008064,regulation of actin polymerization or depolymerization,103,126,FALSE
GO:0051495,positive regulation of cytoskeleton organization,25,177,FALSE
GO:1902903,regulation of supramolecular fiber organization,1,259,FALSE
GO:0051258,protein polymerization,20,220,FALSE
GO:0110053,regulation of actin filament organization,1,192,FALSE
GO:0032273,positive regulation of protein polymerization,5,104,FALSE
GO:1902905,positive regulation of supramolecular fiber organization,3,160,FALSE
GO:0034314,Arp2/3 complex-mediated actin nucleation,15,23,FALSE
GO:0030833,regulation of actin filament polymerization,78,111,FALSE
GO:0042147,retrograde transport; endosome to Golgi,81,84,FALSE
GO:0045833,negative regulation of lipid metabolic process,4,62,FALSE
GO:0090219,negative regulation of lipid kinase activity,1,5,FALSE
GO:0051348,negative regulation of transferase activity,18,210,FALSE
GO:1903726,negative regulation of phospholipid metabolic process,0,8,FALSE
GO:0043086,negative regulation of catalytic activity,43,495,FALSE
GO:0033673,negative regulation of kinase activity,8,182,FALSE
GO:0010563,negative regulation of phosphorus metabolic process,1,398,FALSE
GO:0043553,negative regulation of phosphatidylinositol 3-kinase activity,4,4,TRUE
GO:0045936,negative regulation of phosphate metabolic process,0,397,FALSE
GO:0042326,negative regulation of phosphorylation,22,319,FALSE
GO:0098876,vesicle-mediated transport to the plasma membrane,0,73,FALSE
GO:1990126,retrograde transport; endosome to plasma membrane,14,19,FALSE
GO:0052548,regulation of endopeptidase activity,10,262,FALSE
GO:0052547,regulation of peptidase activity,11,276,FALSE
GO:0051170,import into nucleus,18,137,FALSE
GO:0051169,nuclear transport,43,300,FALSE
GO:0017038,protein import,24,172,FALSE
GO:0006606,protein import into nucleus,62,118,FALSE
GO:0046822,regulation of nucleocytoplasmic transport,4,77,FALSE
GO:1900182,positive regulation of protein localization to nucleus,31,58,FALSE
GO:0072594,establishment of protein localization to organelle,5,484,FALSE
GO:1904589,regulation of protein import,1,42,FALSE
GO:0034504,protein localization to nucleus,36,204,FALSE
GO:0006913,nucleocytoplasmic transport,40,297,FALSE
GO:0046824,positive regulation of nucleocytoplasmic transport,17,48,FALSE
GO:1904591,positive regulation of protein import,1,30,FALSE
GO:1900180,regulation of protein localization to nucleus,42,80,FALSE
GO:0042307,positive regulation of protein import into nucleus,22,28,FALSE
GO:0042306,regulation of protein import into nucleus,39,39,TRUE
GO:1903441,protein localization to ciliary membrane,1,10,FALSE
GO:1904375,regulation of protein localization to cell periphery,69,84,FALSE
GO:1903567,regulation of protein localization to ciliary membrane,0,2,FALSE
GO:1903569,positive regulation of protein localization to ciliary membrane,1,1,TRUE
GO:1903566,positive regulation of protein localization to cilium,4,4,TRUE
GO:1990778,protein localization to cell periphery,4,230,FALSE
GO:1904377,positive regulation of protein localization to cell periphery,5,50,FALSE
GO:0000086,G2/M transition of mitotic cell cycle,115,173,FALSE
GO:0044839,cell cycle G2/M phase transition,2,190,FALSE
GO:1902749,regulation of cell cycle G2/M phase transition,4,148,FALSE
GO:0010389,regulation of G2/M transition of mitotic cell cycle,103,133,FALSE
GO:0035303,regulation of dephosphorylation,102,132,FALSE
GO:0035305,negative regulation of dephosphorylation,1,76,FALSE
GO:0051346,negative regulation of hydrolase activity,9,264,FALSE
GO:0010921,regulation of phosphatase activity,94,96,FALSE
GO:0010923,negative regulation of phosphatase activity,65,68,FALSE
GO:0097711,ciliary basal body-plasma membrane docking,94,95,FALSE
GO:0022406,membrane docking,150,155,FALSE
GO:0140056,organelle localization by membrane tethering,141,146,FALSE
GO:0051640,organelle localization,131,524,FALSE
GO:0007214,gamma-aminobutyric acid signaling pathway,18,19,FALSE
GO:0007186,G-protein coupled receptor signaling pathway,631,978,FALSE
GO:0070086,ubiquitin-dependent endocytosis,1,3,FALSE
GO:0051307,meiotic chromosome separation,2,18,FALSE
GO:0051304,chromosome separation,9,75,FALSE
GO:0000712,resolution of meiotic recombination intermediates,15,15,TRUE
GO:0045005,DNA-dependent DNA replication maintenance of fidelity,38,41,FALSE
GO:0031297,replication fork processing,30,31,FALSE
GO:1903322,positive regulation of protein modification by small protein conjugation or removal,1,106,FALSE
GO:0031398,positive regulation of protein ubiquitination,80,90,FALSE
GO:0031055,chromatin remodeling at centromere,2,33,FALSE
GO:0034508,centromere complex assembly,1,41,FALSE
GO:0034728,nucleosome organization,79,125,FALSE
GO:0071824,protein-DNA complex subunit organization,0,204,FALSE
GO:0034080,CENP-A containing nucleosome assembly,30,31,FALSE
GO:0006336,DNA replication-independent nucleosome assembly,38,40,FALSE
GO:0006333,chromatin assembly or disassembly,26,132,FALSE
GO:0071103,DNA conformation change,71,181,FALSE
GO:0061641,CENP-A containing chromatin organization,0,31,FALSE
GO:0043044,ATP-dependent chromatin remodeling,25,66,FALSE
GO:0006338,chromatin remodeling,92,130,FALSE
GO:0065004,protein-DNA complex assembly,47,156,FALSE
GO:0034724,DNA replication-independent nucleosome organization,1,41,FALSE
GO:0043486,histone exchange,7,44,FALSE
GO:0006323,DNA packaging,38,144,FALSE
GO:0006334,nucleosome assembly,71,80,FALSE
GO:0031497,chromatin assembly,21,107,FALSE
GO:0036297,interstrand cross-link repair,45,48,FALSE
GO:0006281,DNA repair,341,429,FALSE
GO:0006457,protein folding,162,170,FALSE
GO:0007187,G-protein coupled receptor signaling pathway; coupled to cyclic nucleotide second messenger,185,218,FALSE
GO:0007193,adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway,56,65,FALSE
GO:0007188,adenylate cyclase-modulating G-protein coupled receptor signaling pathway,155,179,FALSE
GO:0070230,positive regulation of lymphocyte apoptotic process,8,12,FALSE
GO:0070231,T cell apoptotic process,4,26,FALSE
GO:0070228,regulation of lymphocyte apoptotic process,28,34,FALSE
GO:0070227,lymphocyte apoptotic process,6,41,FALSE
GO:2000108,positive regulation of leukocyte apoptotic process,3,21,FALSE
GO:2000106,regulation of leukocyte apoptotic process,28,55,FALSE
GO:0070232,regulation of T cell apoptotic process,3,21,FALSE
GO:0070234,positive regulation of T cell apoptotic process,8,10,FALSE
GO:0071887,leukocyte apoptotic process,6,65,FALSE
GO:0032259,methylation,13,218,FALSE
GO:0006479,protein methylation,81,114,FALSE
GO:0043414,macromolecule methylation,0,205,FALSE
GO:0008213,protein alkylation,81,114,FALSE
GO:0018022,peptidyl-lysine methylation,28,79,FALSE
GO:0018023,peptidyl-lysine trimethylation,19,27,FALSE
GO:0018026,peptidyl-lysine monomethylation,8,9,FALSE
GO:0018027,peptidyl-lysine dimethylation,7,14,FALSE
GO:0007098,centrosome cycle,35,113,FALSE
GO:0032801,receptor catabolic process,13,31,FALSE
GO:0008277,regulation of G-protein coupled receptor protein signaling pathway,88,110,FALSE
GO:0045744,negative regulation of G-protein coupled receptor protein signaling pathway,16,36,FALSE
GO:0043112,receptor metabolic process,17,149,FALSE
GO:1990172,G-protein coupled receptor catabolic process,1,2,FALSE
GO:0090305,nucleic acid phosphodiester bond hydrolysis,51,137,FALSE
GO:0042138,meiotic DNA double-strand break formation,3,6,FALSE
GO:0048839,inner ear development,16,48,FALSE
GO:0042490,mechanoreceptor differentiation,1,13,FALSE
GO:0060114,vestibular receptor cell differentiation,0,1,FALSE
GO:0060119,inner ear receptor cell development,1,9,FALSE
GO:0035315,hair cell differentiation,8,17,FALSE
GO:0043583,ear development,4,59,FALSE
GO:0060113,inner ear receptor cell differentiation,1,12,FALSE
GO:0060118,vestibular receptor cell development,1,1,TRUE
GO:0060122,inner ear receptor cell stereocilium organization,5,7,FALSE
GO:0046847,filopodium assembly,14,51,FALSE
GO:0051260,protein homooligomerization,173,192,FALSE
GO:0007416,synapse assembly,42,89,FALSE
GO:0051963,regulation of synapse assembly,7,38,FALSE
GO:1904889,regulation of excitatory synapse assembly,0,2,FALSE
GO:1904891,positive regulation of excitatory synapse assembly,1,2,FALSE
GO:1904861,excitatory synapse assembly,4,12,FALSE
GO:0051965,positive regulation of synapse assembly,23,27,FALSE
GO:0072662,protein localization to peroxisome,1,68,FALSE
GO:0043574,peroxisomal transport,1,69,FALSE
GO:0006625,protein targeting to peroxisome,64,68,FALSE
GO:0007031,peroxisome organization,18,80,FALSE
GO:0072663,establishment of protein localization to peroxisome,1,68,FALSE
GO:0072329,monocarboxylic acid catabolic process,0,108,FALSE
GO:0009062,fatty acid catabolic process,69,90,FALSE
GO:0019054,modulation by virus of host process,15,19,FALSE
GO:0035821,modification of morphology or physiology of other organism,17,138,FALSE
GO:0019048,modulation by virus of host morphology or physiology,27,31,FALSE
GO:0044003,modification by symbiont of host morphology or physiology,5,39,FALSE
GO:0044068,modulation by symbiont of host cellular process,3,23,FALSE
GO:0051817,modification of morphology or physiology of other organism involved in symbiotic interaction,0,95,FALSE
GO:0051701,interaction with host,45,133,FALSE
GO:0002443,leukocyte mediated immunity,24,653,FALSE
GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,8,159,FALSE
GO:0002449,lymphocyte mediated immunity,17,156,FALSE
GO:0002250,adaptive immune response,43,201,FALSE
GO:0002456,T cell mediated immunity,8,78,FALSE
GO:0072678,T cell migration,6,42,FALSE
GO:0072676,lymphocyte migration,10,78,FALSE
GO:0050953,sensory perception of light stimulus,78,88,FALSE
GO:0007601,visual perception,71,80,FALSE
GO:0034329,cell junction assembly,127,197,FALSE
GO:0034330,cell junction organization,63,234,FALSE
GO:0061162,establishment of monopolar cell polarity,1,15,FALSE
GO:0035089,establishment of apical/basal cell polarity,3,14,FALSE
GO:0048729,tissue morphogenesis,108,349,FALSE
GO:0002009,morphogenesis of an epithelium,53,256,FALSE
GO:0035088,establishment or maintenance of apical/basal cell polarity,16,31,FALSE
GO:0090162,establishment of epithelial cell polarity,7,20,FALSE
GO:0030859,polarized epithelial cell differentiation,12,14,FALSE
GO:0061339,establishment or maintenance of monopolar cell polarity,1,16,FALSE
GO:0045198,establishment of epithelial cell apical/basal polarity,11,11,TRUE
GO:0001738,morphogenesis of a polarized epithelium,2,66,FALSE
GO:0061245,establishment or maintenance of bipolar cell polarity,16,31,FALSE
GO:0045197,establishment or maintenance of epithelial cell apical/basal polarity,13,28,FALSE
GO:0006482,protein demethylation,23,25,FALSE
GO:0033169,histone H3-K9 demethylation,11,13,FALSE
GO:0070076,histone lysine demethylation,19,21,FALSE
GO:0070988,demethylation,1,56,FALSE
GO:0016577,histone demethylation,20,22,FALSE
GO:0008214,protein dealkylation,23,25,FALSE
GO:0007141,male meiosis I,12,12,TRUE
GO:0010529,negative regulation of transposition,16,18,FALSE
GO:0010528,regulation of transposition,17,19,FALSE
GO:0032196,transposition,1,21,FALSE
GO:0032968,positive regulation of transcription elongation from RNA polymerase II promoter,17,17,TRUE
GO:0006354,DNA-templated transcription; elongation,71,91,FALSE
GO:0006368,transcription elongation from RNA polymerase II promoter,70,79,FALSE
GO:0034243,regulation of transcription elongation from RNA polymerase II promoter,1,23,FALSE
GO:0032784,regulation of DNA-templated transcription; elongation,33,39,FALSE
GO:0032786,positive regulation of DNA-templated transcription; elongation,26,26,TRUE
GO:1990511,piRNA biosynthetic process,4,5,FALSE
GO:0034587,piRNA metabolic process,17,18,FALSE
GO:0048172,regulation of short-term neuronal synaptic plasticity,8,11,FALSE
GO:0048168,regulation of neuronal synaptic plasticity,23,28,FALSE
GO:0042119,neutrophil activation,9,489,FALSE
GO:0002283,neutrophil activation involved in immune response,467,482,FALSE
GO:0045055,regulated exocytosis,171,697,FALSE
GO:0036230,granulocyte activation,9,494,FALSE
GO:0002446,neutrophil mediated immunity,6,489,FALSE
GO:0002274,myeloid leukocyte activation,509,573,FALSE
GO:0043312,neutrophil degranulation,464,479,FALSE
GO:0002366,leukocyte activation involved in immune response,49,628,FALSE
GO:0002444,myeloid leukocyte mediated immunity,7,514,FALSE
GO:0043299,leukocyte degranulation,1,507,FALSE
GO:0002275,myeloid cell activation involved in immune response,480,510,FALSE
GO:0002263,cell activation involved in immune response,54,632,FALSE
GO:2000515,negative regulation of CD4-positive; alpha-beta T cell activation,2,21,FALSE
GO:0046631,alpha-beta T cell activation,9,91,FALSE
GO:0046634,regulation of alpha-beta T cell activation,16,68,FALSE
GO:0046636,negative regulation of alpha-beta T cell activation,6,28,FALSE
GO:2000514,regulation of CD4-positive; alpha-beta T cell activation,2,47,FALSE
GO:0035710,CD4-positive; alpha-beta T cell activation,5,64,FALSE
GO:0043123,positive regulation of I-kappaB kinase/NF-kappaB signaling,150,158,FALSE
GO:0007249,I-kappaB kinase/NF-kappaB signaling,51,224,FALSE
GO:0043122,regulation of I-kappaB kinase/NF-kappaB signaling,187,195,FALSE
GO:1902533,positive regulation of intracellular signal transduction,34,856,FALSE
GO:0055067,monovalent inorganic cation homeostasis,58,104,FALSE
GO:0006885,regulation of pH,58,65,FALSE
GO:0006873,cellular ion homeostasis,375,501,FALSE
GO:0055080,cation homeostasis,115,538,FALSE
GO:0030641,regulation of cellular pH,28,60,FALSE
GO:0045851,pH reduction,26,28,FALSE
GO:0051453,regulation of intracellular pH,27,59,FALSE
GO:0050801,ion homeostasis,487,594,FALSE
GO:0030004,cellular monovalent inorganic cation homeostasis,0,75,FALSE
GO:0055082,cellular chemical homeostasis,10,570,FALSE
GO:0019725,cellular homeostasis,69,665,FALSE
GO:0051452,intracellular pH reduction,24,26,FALSE
GO:0098771,inorganic ion homeostasis,0,547,FALSE
GO:0048878,chemical homeostasis,648,819,FALSE
GO:0030003,cellular cation homeostasis,365,492,FALSE
GO:0050884,neuromuscular process controlling posture,2,3,FALSE
GO:0050905,neuromuscular process,20,35,FALSE
GO:0019230,proprioception,0,1,FALSE
GO:0104004,cellular response to environmental stimulus,0,228,FALSE
GO:0009612,response to mechanical stimulus,66,95,FALSE
GO:0071214,cellular response to abiotic stimulus,0,228,FALSE
GO:0071260,cellular response to mechanical stimulus,47,49,FALSE
GO:0060485,mesenchyme development,20,198,FALSE
GO:0001837,epithelial to mesenchymal transition,53,115,FALSE
GO:0048762,mesenchymal cell differentiation,58,168,FALSE
GO:0010717,regulation of epithelial to mesenchymal transition,72,73,FALSE
GO:0034754,cellular hormone metabolic process,1,83,FALSE
